"","rho","correlation","pval","samples","num_nodes","pearson_r"
"156",0.653015460353345,0.655947370290889,0.603,7300,200,0.28
"157",0.653015460353345,0.653626643074313,0.002,7300,200,0.28
"158",0.653015460353345,0.652411558637441,0.01,7300,200,0.28
"159",0.653015460353345,0.65390301578381,0,7300,200,0.28
"160",0.653015460353345,0.651115221009075,0.016,7300,200,0.28
"161",0.653015460353345,0.653365737394844,0.004,7300,200,0.28
"162",0.653015460353345,0.652634786727389,0.001,7300,200,0.28
"163",0.653015460353345,0.647372774401882,0,7300,200,0.28
"164",0.653015460353345,0.653900169287397,0,7300,200,0.28
"165",0.653015460353345,0.652932705846823,0.017,7300,200,0.28
"166",0.653015460353345,0.649315640161744,0.053,7300,200,0.28
"167",0.653015460353345,0.654807545560206,0.144,7300,200,0.28
"168",0.653015460353345,0.651718482941819,0.011,7300,200,0.28
"169",0.653015460353345,0.651858946347421,0.132,7300,200,0.28
"170",0.653015460353345,0.653305911067973,0.002,7300,200,0.28
"171",0.653015460353345,0.65173680599951,0,7300,200,0.28
"172",0.653015460353345,0.648437818766633,0.003,7300,200,0.28
"173",0.653015460353345,0.654662559428126,0,7300,200,0.28
"174",0.653015460353345,0.650252131253101,0.119,7300,200,0.28
"175",0.653015460353345,0.656979370876005,0.005,7300,200,0.28
"176",0.653015460353345,0.654269535492902,0.01,7300,200,0.28
"177",0.653015460353345,0.648664975772232,0.001,7300,200,0.28
"178",0.653015460353345,0.653350247283338,0.199,7300,200,0.28
"179",0.653015460353345,0.650447745262844,0,7300,200,0.28
"180",0.653015460353345,0.648981837961293,0.062,7300,200,0.28
"181",0.653015460353345,0.651629415982228,0,7300,200,0.28
"182",0.653015460353345,0.652101662788829,0.067,7300,200,0.28
"183",0.653015460353345,0.650491954618539,0,7300,200,0.28
"184",0.653015460353345,0.646759997120972,0,7300,200,0.28
"185",0.653015460353345,0.658686929486551,0.086,7300,200,0.28
"186",0.653015460353345,0.656481993932521,0.108,7300,200,0.28
"187",0.653015460353345,0.650652433057107,0.267,7300,200,0.28
"188",0.653015460353345,0.648628080953697,0.878,7300,200,0.28
"189",0.653015460353345,0.648614338282212,0.004,7300,200,0.28
"190",0.653015460353345,0.656569402931418,0.004,7300,200,0.28
"191",0.653015460353345,0.645868879569872,0.057,7300,200,0.28
"192",0.653015460353345,0.651006796544542,0.016,7300,200,0.28
"193",0.653015460353345,0.647807359660604,0.005,7300,200,0.28
"194",0.653015460353345,0.654665530724279,0.001,7300,200,0.28
"195",0.653015460353345,0.650307502928139,0.288,7300,200,0.28
"196",0.653015460353345,0.650804375919502,0.003,7300,200,0.28
"197",0.653015460353345,0.65182533665505,0.005,7300,200,0.28
"198",0.653015460353345,0.653931380246572,0.068,7300,200,0.28
"199",0.653015460353345,0.650562152651993,0.337,7300,200,0.28
"200",0.653015460353345,0.653101155940245,0,7300,200,0.28
"201",0.86144854570739,0.865917524196087,0.01,600,100,0.425
"202",0.86144854570739,0.865257287165411,0,600,100,0.425
"203",0.86144854570739,0.86554191081627,0.001,600,100,0.425
"204",0.86144854570739,0.863715253797928,0,600,100,0.425
"205",0.86144854570739,0.864325005447543,0,600,100,0.425
"206",0.86144854570739,0.863125290930356,0,600,100,0.425
"207",0.86144854570739,0.86104354103062,0.001,600,100,0.425
"208",0.86144854570739,0.86089860520095,0,600,100,0.425
"209",0.86144854570739,0.862827584213472,0.001,600,100,0.425
"210",0.86144854570739,0.862799063866287,0,600,100,0.425
"211",0.86144854570739,0.864467689226535,0.01,600,100,0.425
"212",0.86144854570739,0.863050412166788,0,600,100,0.425
"213",0.86144854570739,0.858933371845066,0,600,100,0.425
"214",0.86144854570739,0.862991403952044,0.001,600,100,0.425
"215",0.86144854570739,0.865705480537118,0,600,100,0.425
"216",0.86144854570739,0.86203314684727,0,600,100,0.425
"217",0.86144854570739,0.859588975027494,0,600,100,0.425
"218",0.86144854570739,0.861739938830662,0,600,100,0.425
"219",0.86144854570739,0.863838612455145,0,600,100,0.425
"220",0.86144854570739,0.86469190051947,0,600,100,0.425
"221",0.86144854570739,0.861872450539866,0,600,100,0.425
"222",0.86144854570739,0.863511324309307,0.016,600,100,0.425
"223",0.86144854570739,0.86228130120215,0.005,600,100,0.425
"224",0.86144854570739,0.86156670736901,0,600,100,0.425
"225",0.86144854570739,0.864404129218594,0,600,100,0.425
"226",0.86144854570739,0.863986803062278,0.009,600,100,0.425
"227",0.86144854570739,0.861360651310346,0.057,600,100,0.425
"228",0.86144854570739,0.860955113804596,0,600,100,0.425
"229",0.86144854570739,0.861065050687775,0.036,600,100,0.425
"230",0.86144854570739,0.865796165047923,0,600,100,0.425
"231",0.86144854570739,0.864487769448759,0,600,100,0.425
"232",0.86144854570739,0.859953279836221,0.003,600,100,0.425
"233",0.86144854570739,0.86312566467153,0,600,100,0.425
"234",0.86144854570739,0.864710710356368,0,600,100,0.425
"235",0.86144854570739,0.860326320647555,0,600,100,0.425
"236",0.86144854570739,0.861842245726969,0.038,600,100,0.425
"237",0.86144854570739,0.864295491246949,0.004,600,100,0.425
"238",0.86144854570739,0.861710542173424,0,600,100,0.425
"239",0.86144854570739,0.862744190129224,0.001,600,100,0.425
"240",0.86144854570739,0.860721015897013,0,600,100,0.425
"241",0.86144854570739,0.861295533897479,0,600,100,0.425
"242",0.86144854570739,0.866242057395308,0,600,100,0.425
"243",0.86144854570739,0.862606249732634,0,600,100,0.425
"244",0.86144854570739,0.863308965918439,0.009,600,100,0.425
"245",0.86144854570739,0.865600086070129,0.005,600,100,0.425
"246",0.86144854570739,0.861075217897492,0.003,600,100,0.425
"247",0.86144854570739,0.864508711072254,0.011,600,100,0.425
"248",0.86144854570739,0.863208025204341,0.065,600,100,0.425
"249",0.86144854570739,0.861057981322461,0.002,600,100,0.425
"250",0.86144854570739,0.862495077031063,0,600,100,0.425
"251",0.86144854570739,0.865406900149653,0.001,600,100,0.425
"252",0.86144854570739,0.863765869436265,0,600,100,0.425
"253",0.86144854570739,0.860230252441828,0,600,100,0.425
"254",0.86144854570739,0.862638739735937,0.001,600,100,0.425
"255",0.86144854570739,0.863165530959778,0.007,600,100,0.425
"256",0.86144854570739,0.86542091710623,0,600,100,0.425
"257",0.86144854570739,0.863817775932086,0,600,100,0.425
"258",0.86144854570739,0.865555111972316,0,600,100,0.425
"259",0.86144854570739,0.861097091025316,0.001,600,100,0.425
"260",0.86144854570739,0.866469285572798,0,600,100,0.425
"261",0.86144854570739,0.86501436023328,0,600,100,0.425
"262",0.86144854570739,0.86295123669048,0.017,600,100,0.425
"263",0.86144854570739,0.858771971310973,0.001,600,100,0.425
"264",0.86144854570739,0.860978176047087,0,600,100,0.425
"265",0.86144854570739,0.863376333777147,0,600,100,0.425
"266",0.86144854570739,0.864950005153176,0,600,100,0.425
"267",0.86144854570739,0.865802874242024,0.012,600,100,0.425
"268",0.86144854570739,0.865132566954478,0,600,100,0.425
"269",0.86144854570739,0.863945653546646,0,600,100,0.425
"270",0.86144854570739,0.863201975019893,0,600,100,0.425
"271",0.86144854570739,0.868552443689664,0,600,100,0.425
"272",0.86144854570739,0.864392629939823,0.019,600,100,0.425
"273",0.86144854570739,0.86297101523332,0.002,600,100,0.425
"274",0.86144854570739,0.860680192115719,0,600,100,0.425
"275",0.86144854570739,0.865187687258095,0,600,100,0.425
"276",0.86144854570739,0.862501238569311,0,600,100,0.425
"277",0.86144854570739,0.865945859636749,0,600,100,0.425
"278",0.86144854570739,0.862868162374622,0.006,600,100,0.425
"279",0.86144854570739,0.863771115114602,0.047,600,100,0.425
"280",0.86144854570739,0.86157553377736,0.016,600,100,0.425
"281",0.86144854570739,0.859762729207185,0,600,100,0.425
"282",0.86144854570739,0.866579211383536,0,600,100,0.425
"283",0.86144854570739,0.863271916887005,0,600,100,0.425
"284",0.86144854570739,0.862402023378011,0.001,600,100,0.425
"285",0.86144854570739,0.863649055196608,0.03,600,100,0.425
"286",0.86144854570739,0.863457271592645,0,600,100,0.425
"287",0.86144854570739,0.86241787330086,0,600,100,0.425
"288",0.86144854570739,0.867467166845703,0,600,100,0.425
"289",0.86144854570739,0.858127597934778,0.013,600,100,0.425
"290",0.86144854570739,0.863053560854043,0,600,100,0.425
"291",0.86144854570739,0.861978216979557,0,600,100,0.425
"292",0.86144854570739,0.865490333259111,0,600,100,0.425
"293",0.86144854570739,0.865320084686867,0.018,600,100,0.425
"294",0.86144854570739,0.865416618716838,0,600,100,0.425
"295",0.86144854570739,0.864331433012103,0,600,100,0.425
"296",0.86144854570739,0.863841479088766,0,600,100,0.425
"297",0.86144854570739,0.861851696585838,0.001,600,100,0.425
"298",0.86144854570739,0.865887235989461,0.142,600,100,0.425
"299",0.86144854570739,0.865228225069502,0,600,100,0.425
"300",0.86144854570739,0.865473193282984,0,600,100,0.425
"301",0.452283960999921,0.484308359216834,0.009,6100,20,0.72
"302",0.452283960999921,0.432804692296361,0.325,6100,20,0.72
"303",0.452283960999921,0.472587014370164,0.245,6100,20,0.72
"304",0.452283960999921,0.471859829613193,0.445,6100,20,0.72
"305",0.452283960999921,0.451172487620052,0.046,6100,20,0.72
"306",0.452283960999921,0.463320247502553,0.142,6100,20,0.72
"307",0.452283960999921,0.426603445040492,0.181,6100,20,0.72
"308",0.452283960999921,0.478473675018063,0.031,6100,20,0.72
"309",0.452283960999921,0.484330077458255,0.665,6100,20,0.72
"310",0.452283960999921,0.398081930871816,0.195,6100,20,0.72
"311",0.452283960999921,0.474600591803998,0.081,6100,20,0.72
"312",0.452283960999921,0.47352167036587,0.174,6100,20,0.72
"313",0.452283960999921,0.43128459672442,0.627,6100,20,0.72
"314",0.452283960999921,0.505347650538166,0.716,6100,20,0.72
"315",0.452283960999921,0.510400243059575,0.161,6100,20,0.72
"316",0.452283960999921,0.381366969895691,0.01,6100,20,0.72
"317",0.452283960999921,0.565518081831743,0.975,6100,20,0.72
"318",0.452283960999921,0.450872136714072,0.064,6100,20,0.72
"319",0.452283960999921,0.445979826291273,0.087,6100,20,0.72
"320",0.452283960999921,0.462310618143177,0.038,6100,20,0.72
"321",0.452283960999921,0.401084847573368,0.173,6100,20,0.72
"322",0.452283960999921,0.443634289010521,0.223,6100,20,0.72
"323",0.452283960999921,0.483843698075503,0.24,6100,20,0.72
"324",0.452283960999921,0.480598367929354,0.099,6100,20,0.72
"325",0.452283960999921,0.450011504270775,0.699,6100,20,0.72
"326",0.452283960999921,0.421263379380013,0.45,6100,20,0.72
"327",0.452283960999921,0.38366189024123,0.019,6100,20,0.72
"328",0.452283960999921,0.467115968155043,0.186,6100,20,0.72
"329",0.452283960999921,0.383477713708946,0.308,6100,20,0.72
"330",0.452283960999921,0.447799872645642,0.413,6100,20,0.72
"331",0.452283960999921,0.512999757781349,0.043,6100,20,0.72
"332",0.452283960999921,0.538194274108158,0.146,6100,20,0.72
"333",0.452283960999921,0.447424370325748,0.787,6100,20,0.72
"334",0.452283960999921,0.43255954671258,0.032,6100,20,0.72
"335",0.452283960999921,0.447285075493187,0.457,6100,20,0.72
"336",0.452283960999921,0.479501376142571,0.089,6100,20,0.72
"337",0.452283960999921,0.484577379110446,0.005,6100,20,0.72
"338",0.452283960999921,0.42874129388779,0.12,6100,20,0.72
"339",0.452283960999921,0.507053585045132,0.155,6100,20,0.72
"340",0.452283960999921,0.474080029792686,0.373,6100,20,0.72
"341",0.452283960999921,0.439497590236644,0.041,6100,20,0.72
"342",0.452283960999921,0.531211343783596,0.509,6100,20,0.72
"343",0.452283960999921,0.483094245270472,0.038,6100,20,0.72
"344",0.452283960999921,0.489800608764414,0.304,6100,20,0.72
"345",0.452283960999921,0.46935057580046,0.259,6100,20,0.72
"346",0.452283960999921,0.405261423434291,0.162,6100,20,0.72
"347",0.452283960999921,0.45310427025904,0.19,6100,20,0.72
"348",0.452283960999921,0.456507322576306,0.242,6100,20,0.72
"349",0.452283960999921,0.441468630028792,0.645,6100,20,0.72
"350",0.452283960999921,0.382117651473263,0.965,6100,20,0.72
"351",0.452283960999921,0.465163483023509,0.309,6100,20,0.72
"352",0.452283960999921,0.476894242749006,0.187,6100,20,0.72
"353",0.452283960999921,0.553989601761135,0.235,6100,20,0.72
"354",0.452283960999921,0.461462197648751,0.2,6100,20,0.72
"355",0.452283960999921,0.398142094246445,0.562,6100,20,0.72
"356",0.452283960999921,0.460478969363819,0.102,6100,20,0.72
"357",0.452283960999921,0.495884091700654,0.358,6100,20,0.72
"358",0.452283960999921,0.479379879800249,0.026,6100,20,0.72
"359",0.452283960999921,0.469516846492234,0.015,6100,20,0.72
"360",0.452283960999921,0.536905289012757,0.065,6100,20,0.72
"361",0.452283960999921,0.448992156240361,0.847,6100,20,0.72
"362",0.452283960999921,0.422269524859353,0.878,6100,20,0.72
"363",0.452283960999921,0.481062106479238,0.731,6100,20,0.72
"364",0.452283960999921,0.453528034423433,0.413,6100,20,0.72
"365",0.452283960999921,0.400144815316338,0.279,6100,20,0.72
"366",0.452283960999921,0.449744350812915,0.001,6100,20,0.72
"367",0.452283960999921,0.49511442580118,0.099,6100,20,0.72
"368",0.452283960999921,0.387065060682732,0.061,6100,20,0.72
"369",0.452283960999921,0.433164567966723,0.125,6100,20,0.72
"370",0.452283960999921,0.46342583757737,0.163,6100,20,0.72
"371",0.452283960999921,0.392117365858685,0.001,6100,20,0.72
"372",0.452283960999921,0.510136131247413,0.299,6100,20,0.72
"373",0.452283960999921,0.454734044371034,0.935,6100,20,0.72
"374",0.452283960999921,0.407022824823818,0.153,6100,20,0.72
"375",0.452283960999921,0.526978298522591,0.099,6100,20,0.72
"376",0.452283960999921,0.438993240388003,0.053,6100,20,0.72
"377",0.452283960999921,0.454890920048411,0.516,6100,20,0.72
"378",0.452283960999921,0.434919473772425,0.524,6100,20,0.72
"379",0.452283960999921,0.477574425588964,0.629,6100,20,0.72
"380",0.452283960999921,0.511500444427418,0.2,6100,20,0.72
"381",0.452283960999921,0.463256540105867,0.732,6100,20,0.72
"382",0.452283960999921,0.486401264065478,0.193,6100,20,0.72
"383",0.452283960999921,0.43200505131934,0,6100,20,0.72
"384",0.452283960999921,0.493090939517061,0.17,6100,20,0.72
"385",0.452283960999921,0.424016477633386,0.44,6100,20,0.72
"386",0.452283960999921,0.470819286302444,0.273,6100,20,0.72
"387",0.452283960999921,0.442287652261112,0.35,6100,20,0.72
"388",0.452283960999921,0.424971168351795,0.762,6100,20,0.72
"389",0.452283960999921,0.500915918350825,0.812,6100,20,0.72
"390",0.452283960999921,0.434105409343902,0.555,6100,20,0.72
"391",0.452283960999921,0.418895534103517,0.019,6100,20,0.72
"392",0.452283960999921,0.395270653861461,0.067,6100,20,0.72
"393",0.452283960999921,0.449392791240909,0.105,6100,20,0.72
"394",0.452283960999921,0.472704779625126,0.338,6100,20,0.72
"395",0.452283960999921,0.455208268378758,0.054,6100,20,0.72
"396",0.452283960999921,0.483907086022416,0.006,6100,20,0.72
"397",0.452283960999921,0.495117788741669,0.17,6100,20,0.72
"398",0.452283960999921,0.375654386379219,0.437,6100,20,0.72
"399",0.452283960999921,0.445762333736344,0.263,6100,20,0.72
"400",0.452283960999921,0.453130497544337,0.165,6100,20,0.72
"401",0.681783322477713,0.682635658246221,0.075,1700,200,0.28
"402",0.681783322477713,0.68331172477707,0,1700,200,0.28
"403",0.681783322477713,0.680157293848332,0.003,1700,200,0.28
"404",0.681783322477713,0.674778494036673,0.001,1700,200,0.28
"405",0.681783322477713,0.680349853931134,0.042,1700,200,0.28
"406",0.681783322477713,0.682434470532976,0.01,1700,200,0.28
"407",0.681783322477713,0.683799709802408,0.001,1700,200,0.28
"408",0.681783322477713,0.681640861195709,0,1700,200,0.28
"409",0.681783322477713,0.678966516589539,0.064,1700,200,0.28
"410",0.681783322477713,0.682034803678927,0,1700,200,0.28
"411",0.681783322477713,0.678984386122303,0,1700,200,0.28
"412",0.681783322477713,0.679360438525504,0.016,1700,200,0.28
"413",0.681783322477713,0.683134284404469,0.099,1700,200,0.28
"414",0.681783322477713,0.682292399876296,0.095,1700,200,0.28
"415",0.681783322477713,0.684933600528143,0.121,1700,200,0.28
"416",0.681783322477713,0.679381180658572,0,1700,200,0.28
"417",0.681783322477713,0.679459924697916,0.112,1700,200,0.28
"418",0.681783322477713,0.680030749227502,0.035,1700,200,0.28
"419",0.681783322477713,0.684239586757561,0.069,1700,200,0.28
"420",0.681783322477713,0.684356736176465,0.001,1700,200,0.28
"421",0.681783322477713,0.6802318022777,0,1700,200,0.28
"422",0.681783322477713,0.683333491476173,0.086,1700,200,0.28
"423",0.681783322477713,0.679946131061974,0.117,1700,200,0.28
"424",0.681783322477713,0.677792163840284,0,1700,200,0.28
"425",0.681783322477713,0.681993352516484,0.001,1700,200,0.28
"426",0.681783322477713,0.680470503875512,0,1700,200,0.28
"427",0.681783322477713,0.677902129919858,0.005,1700,200,0.28
"428",0.681783322477713,0.68235717357973,0.125,1700,200,0.28
"429",0.681783322477713,0.682071061136798,0,1700,200,0.28
"430",0.681783322477713,0.681045036421366,0.029,1700,200,0.28
"431",0.681783322477713,0.679234328612655,0.002,1700,200,0.28
"432",0.681783322477713,0.679242505796944,0.017,1700,200,0.28
"433",0.681783322477713,0.681428018161007,0,1700,200,0.28
"434",0.681783322477713,0.681895001938708,0.015,1700,200,0.28
"435",0.681783322477713,0.675602567435286,0.041,1700,200,0.28
"436",0.681783322477713,0.683148579845934,0.045,1700,200,0.28
"437",0.681783322477713,0.681695078372298,0,1700,200,0.28
"438",0.681783322477713,0.683900305047184,0.003,1700,200,0.28
"439",0.681783322477713,0.683446872434703,0.185,1700,200,0.28
"440",0.681783322477713,0.680457617563165,0.061,1700,200,0.28
"441",0.681783322477713,0.680026230469512,0,1700,200,0.28
"442",0.681783322477713,0.67696040141398,0.002,1700,200,0.28
