"","cors_true","cors_est"
"1",0.268378478534225,0.000341600108655477
"2",0.99147904742362,0.985856481091708
"3",0.89603752300415,0.802255822677999
"4",0.943271459956384,0.854286073763097
"5",0.777854458698252,0.435144258522023
"6",0.0371732650143516,0.000265099911854526
"7",0.991268464025536,0.981245828517044
"8",0.978914222069833,0.941194019527297
"9",0.944998999984712,0.915468865316672
"10",0.930221783649237,0.889725749806473
"11",0.533746994453594,0.516397299931046
"12",0.868170875305932,0.000495225281656907
"13",0.999810389825117,0.995930568754385
"14",0.686344524109348,0.489183676167887
"15",0.594903361950444,0.541630722282805
"16",0.0901125392647613,0.00028950666812969
"17",0.302503954092826,0.0011465365380088
"18",0.906936848212243,0.853000741991819
"19",0.961043183449994,0.772451029118227
"20",0.207240988442906,0.000263158274318786
"21",0.992863431866326,0.983176371738228
"22",0.971290424003072,0.844844345676366
"23",0.888306377146543,0.000299720318009874
"24",0.987373797990982,0.978788565394479
"25",0.990153221532948,0.980351767233568
"26",0.970176338861444,0.941941383238189
"27",0.957954320009717,0.847361794972065
"28",0.388448361331308,0.000298668382116248
"29",0.0853803664643395,0.000726454667890698
"30",0.433506436499,0.00186944190106413
"31",0.193563650440903,0.00144758277696305
"32",0.548235335955944,0.157842475978985
"33",0.995122580798975,0.981077590622003
"34",0.933567110036665,0.925054023780059
"35",0.8063687018445,0.00038162041612201
"36",0.997007596185023,0.986216931741348
"37",0.265525290359102,0.168873147152229
"38",0.613896181286925,0.000735484809438587
"39",0.997688464378733,0.969869580572084
"40",0.997688398444988,0.987236911306471
"41",0.745445556424208,0.738536688410144
"42",0.9551098138451,0.909401149710053
"43",0.0752728520952109,0.000253003627911034
"44",-0.0790374406509238,0.000730464957006859
"45",0.562723523309244,0.000385540829762385
"46",0.81581539977903,0.000350952530382488
"47",0.734327845576455,0.000196920118568901
"48",0.678498499070339,0.584626352869947
"49",0.976071595820931,0.904865785864634
"50",0.997585998752375,0.993773217630536
"51",0.887105363742012,0.615936291164022
"52",0.559963707892045,0.372818422737639
"53",0.672378139799056,0.000322451547875729
"54",0.912695118220178,0.000530135858833936
"55",0.962906819763237,0.400840459474058
"56",0.938601145964544,0.636920685330868
"57",0.950473482441131,0.908075939168033
"58",0.998075379828798,0.988483466840988
"59",0.957194914309956,0.945909056548338
"60",0.968409419907883,0.93583177120226
"61",0.331576680088689,0.123744278201287
"62",0.935205544151289,0.893905044031247
"63",0.999155089535809,0.985876027609893
"64",0.98777712576751,0.920032208045861
"65",0.27672441197021,0.000809931178407308
"66",0.990530032775562,0.938889752581513
"67",0.990313984266495,0.9837686356324
"68",0.985213833259706,0.9698170197394
"69",0.931891301535549,0.764796087963147
"70",0.156973542588886,0.000544884124997511
"71",0.163573692011738,0.164801161046282
"72",0.804386248860261,0.000376007794433902
"73",0.939385813244038,0.916453733861294
"74",0.961980875018693,0.769184474592048
"75",0.988111622024208,0.243349577984882
"76",0.939466314322837,0.870090408167294
"77",0.994631951849792,0.987177293629405
"78",0.994871786392676,0.982377432488835
"79",0.998987647860645,0.988270450671407
"80",-0.0363629913787986,0.00116944575746621
"81",0.818439008851942,0.624041416453461
"82",0.968790964077789,0.88535523755246
"83",0.757479064885638,0.266805750618127
"84",0.353307244802859,0.000403590225795138
"85",0.673179401833496,0.000301286563748212
"86",0.0790911754871776,0.000470047867202823
"87",0.589588080455441,0.000285512974623247
"88",0.995288598276119,0.987056984805312
"89",0.999616030505788,0.98977795392385
"90",0.940772366059305,0.932923938736827
"91",0.80345376757468,0.000204492951883355
"92",0.200385339443416,0.000279746684030056
"93",0.940039136564885,0.918363831271672
"94",0.966761184279216,0.00200043131446705
"95",0.96915016659693,0.854931413124115
"96",0.896715260500306,0.000424550207244114
"97",0.99919966795419,0.98798433664016
"98",0.569942373439862,0.000545605551587303
"99",0.958977432748873,0.00105344277496356
"100",0.842496353927369,0.000143960890992943
"101",0.733207096508296,0.000248836095080802
"102",0.996560824398346,0.964841923780774
"103",0.271408259994899,0.000267960169226162
"104",0.42342086782177,0.242882135150929
"105",0.550266863937419,0.000272306007492877
"106",0.994576534912927,0.991253581478999
"107",0.792685383965187,0.773366007372126
"108",0.672069675757164,0.540417428770845
