"","mean_sampling","cors_true","cors_est","cors_est_lb","cors_est_ub","evs_true","evs_est","evs_est_lb","evs_est_ub"
"1",8.95011561107822,0.755506142418977,0.841756703282699,0.889677221213755,0.797410072889631,0.611046737684497,0.708554347521358,0.791525557946629,0.635862824345846
"2",6.09304910735227,0.573194544552697,0.655882693202904,0.755420441342601,0.553340152992371,0.409692763061186,0.430182107243094,0.57066004319825,0.30618532491362
"3",13.2681616947521,0.805220680211751,0.803835810139474,0.848467617348448,0.761159525178392,0.693161924144576,0.646152009662584,0.719897297688952,0.579363822769795
"4",5.62511350004934,0.635719357588457,0.685495597514355,0.770086537591748,0.581323201832042,0.370476219000844,0.469904214211562,0.593033275380046,0.337936664988257
"5",14.8953912621364,0.866409292251889,0.912289580187434,0.930390709041698,0.881813668976514,0.752248367900615,0.832272278118565,0.865626871471114,0.777595346793822
"6",13.0541673209518,0.954814307046416,0.939097317238408,0.954925912523151,0.923118965189963,0.836127066344877,0.881903771244376,0.911883498408173,0.852148623893388
"7",14.132120157592,0.808860829043145,0.782056887610556,0.833055938330787,0.724111906158515,0.666867706691869,0.61161297545911,0.693982196388188,0.524338052640517
"8",14.2912719608285,0.761796724768466,0.858445776939575,0.892068526476856,0.806762158877025,0.646514200286923,0.736929151945391,0.795786255930589,0.650865180995918
"9",11.41769403941,0.707831365103522,0.737340258476861,0.800972555924683,0.655240723394212,0.564684481227197,0.543670656770724,0.641557035344519,0.42934040559417
"10",8.59370772540569,0.656685203686698,0.722155507599934,0.796806250256314,0.644788689478959,0.37700638931455,0.521508577156919,0.634900200447527,0.415752454079993
"11",13.8885523483623,0.930996102220139,0.926589031134355,0.94548123807933,0.902879656680256,0.840304175409931,0.858567232618502,0.893934771560023,0.815191674447056
"12",19.0826173063833,0.853790209507496,0.867736906396785,0.900726124035569,0.824082780282208,0.586982841609999,0.752967338723063,0.811307550520139,0.679112428757654
"13",7.78387519367971,0.767364230557878,0.790857064847674,0.840628043604672,0.731472889215544,0.527627060594409,0.625454897019479,0.706655507694618,0.535052587657336
"14",17.0951734231785,0.871545140053752,0.861698966788951,0.899103936138923,0.815263376798602,0.694748784300411,0.742525109365145,0.808387887980504,0.66465437354906
"15",18.3421802793164,0.841543787815393,0.844322107122573,0.882509254649201,0.794407945225908,0.706977584637811,0.712879820575902,0.778822584541489,0.63108398343805
"16",7.41692278068513,0.732677419350462,0.782135135015939,0.842187493565856,0.708600030982978,0.684689985574104,0.611735369426401,0.709279774318739,0.502114003909077
